user_id,gender,country,recency,frequency,monetary,variable_costs,returns,cancelations,rfm_score,ret_score,c_score,customer_segment
86204,F,Germany,,,,,0,1,0,1,3,Order Bailers
98686,F,Australia,,,,,0,1,0,1,3,Order Bailers
20887,F,United States,,,,,0,1,0,1,3,Order Bailers
78416,M,France,,,,,0,1,0,1,3,Order Bailers
96859,F,Germany,,,,,0,1,0,1,3,Order Bailers
62446,M,France,,,,,0,1,0,1,3,Order Bailers
74660,F,China,,,,,0,1,0,1,3,Order Bailers
5069,F,China,,,,,0,1,0,1,3,Order Bailers
37225,F,China,,,,,0,1,0,1,3,Order Bailers
95537,F,Spain,,,,,0,1,0,1,3,Order Bailers
73826,M,China,,,,,0,1,0,1,3,Order Bailers
98021,M,United States,,,,,0,1,0,1,3,Order Bailers
55764,M,China,,,,,0,1,0,1,3,Order Bailers
79172,F,China,,,,,0,1,0,1,3,Order Bailers
20002,M,United States,,,,,0,1,0,1,3,Order Bailers
37438,M,Germany,,,,,0,1,0,1,3,Order Bailers
29881,M,China,,,,,0,1,0,1,3,Order Bailers
65360,F,France,,,,,0,1,0,1,3,Order Bailers
25756,M,China,,,,,0,1,0,1,3,Order Bailers
56073,M,China,,,,,0,1,0,1,3,Order Bailers
88046,M,United States,,,,,0,1,0,1,3,Order Bailers
74315,M,France,,,,,0,1,0,1,3,Order Bailers
25361,F,Brasil,,,,,0,1,0,1,3,Order Bailers
1438,F,Germany,,,,,0,1,0,1,3,Order Bailers
49946,F,United States,,,,,0,1,0,1,3,Order Bailers
12523,M,France,,,,,0,1,0,1,3,Order Bailers
1199,F,China,,,,,0,1,0,1,3,Order Bailers
35091,F,Japan,,,,,0,1,0,1,3,Order Bailers
52257,M,Germany,,,,,0,1,0,1,3,Order Bailers
84686,F,China,,,,,0,1,0,1,3,Order Bailers
82562,M,China,,,,,0,1,0,1,3,Order Bailers
76887,M,China,,,,,0,1,0,1,3,Order Bailers
91305,M,China,,,,,0,1,0,1,3,Order Bailers
70219,F,France,,,,,0,1,0,1,3,Order Bailers
35305,F,United States,,,,,0,1,0,1,3,Order Bailers
51281,F,Germany,,,,,0,1,0,1,3,Order Bailers
71467,M,United States,,,,,0,1,0,1,3,Order Bailers
18489,M,South Korea,,,,,0,1,0,1,3,Order Bailers
29328,M,United States,,,,,0,1,0,1,3,Order Bailers
65557,F,Germany,,,,,0,1,0,1,3,Order Bailers
14521,M,Brasil,,,,,0,1,0,1,3,Order Bailers
10428,F,South Korea,,,,,0,1,0,1,3,Order Bailers
26026,F,China,,,,,0,1,0,1,3,Order Bailers
32228,M,United States,,,,,0,1,0,1,3,Order Bailers
23730,M,United States,,,,,0,1,0,1,3,Order Bailers
93459,F,United States,,,,,0,1,0,1,3,Order Bailers
93903,M,South Korea,,,,,0,1,0,1,3,Order Bailers
37740,F,Australia,,,,,0,1,0,1,3,Order Bailers
78091,F,Brasil,,,,,0,1,0,1,3,Order Bailers
422,M,China,,,,,0,1,0,1,3,Order Bailers
52286,F,Brasil,,,,,0,1,0,1,3,Order Bailers
38511,M,South Korea,,,,,0,1,0,1,3,Order Bailers
60275,F,United States,,,,,0,1,0,1,3,Order Bailers
74049,F,United Kingdom,,,,,0,1,0,1,3,Order Bailers
13287,F,Brasil,,,,,0,1,0,1,3,Order Bailers
38488,M,Australia,,,,,0,1,0,1,3,Order Bailers
77039,F,Brasil,,,,,0,1,0,1,3,Order Bailers
11825,F,United States,,,,,0,1,0,1,3,Order Bailers
13939,F,China,,,,,0,1,0,1,3,Order Bailers
68131,M,Brasil,,,,,0,1,0,1,3,Order Bailers
70721,M,United States,,,,,0,1,0,1,3,Order Bailers
80926,M,Japan,,,,,0,1,0,1,3,Order Bailers
4476,F,Brasil,,,,,0,1,0,1,3,Order Bailers
49793,F,China,,,,,0,1,0,1,3,Order Bailers
94485,M,Spain,,,,,0,2,0,1,4,Order Bailers
24364,F,United Kingdom,,,,,0,1,0,1,3,Order Bailers
22895,M,Brasil,,,,,0,1,0,1,3,Order Bailers
85706,F,China,,,,,0,1,0,1,3,Order Bailers
97901,F,United States,,,,,0,1,0,1,3,Order Bailers
17268,F,Australia,,,,,0,1,0,1,3,Order Bailers
97400,F,Spain,,,,,0,1,0,1,3,Order Bailers
42379,M,China,,,,,0,1,0,1,3,Order Bailers
41352,F,China,,,,,0,1,0,1,3,Order Bailers
11752,M,United Kingdom,,,,,0,1,0,1,3,Order Bailers
8498,F,South Korea,,,,,0,1,0,1,3,Order Bailers
22977,M,United States,,,,,0,1,0,1,3,Order Bailers
15724,M,China,,,,,0,1,0,1,3,Order Bailers
26043,M,United States,,,,,0,1,0,1,3,Order Bailers
71550,M,Brasil,,,,,0,1,0,1,3,Order Bailers
88217,M,United States,,,,,0,1,0,1,3,Order Bailers
70965,M,United Kingdom,,,,,0,1,0,1,3,Order Bailers
31662,M,South Korea,,,,,0,1,0,1,3,Order Bailers
83977,F,China,,,,,0,1,0,1,3,Order Bailers
84634,M,China,,,,,0,1,0,1,3,Order Bailers
90741,F,United States,,,,,0,1,0,1,3,Order Bailers
99716,F,France,,,,,0,1,0,1,3,Order Bailers
92942,F,South Korea,,,,,0,1,0,1,3,Order Bailers
1470,M,China,,,,,0,1,0,1,3,Order Bailers
95775,M,Brasil,,,,,0,1,0,1,3,Order Bailers
73739,M,China,,,,,0,1,0,1,3,Order Bailers
93947,M,China,,,,,0,1,0,1,3,Order Bailers
99860,F,United States,,,,,0,1,0,1,3,Order Bailers
49470,M,United States,,,,,0,1,0,1,3,Order Bailers
864,M,China,,,,,0,1,0,1,3,Order Bailers
59510,F,China,,,,,0,1,0,1,3,Order Bailers
93552,F,China,,,,,0,1,0,1,3,Order Bailers
71296,M,Deutschland,,,,,0,1,0,1,3,Order Bailers
57187,M,China,,,,,0,1,0,1,3,Order Bailers
23446,F,China,,,,,0,1,0,1,3,Order Bailers
25409,M,United States,,,,,0,1,0,1,3,Order Bailers
57375,F,United States,,,,,0,1,0,1,3,Order Bailers
38916,F,United States,,,,,0,1,0,1,3,Order Bailers
74025,M,China,,,,,0,1,0,1,3,Order Bailers
31715,F,France,,,,,0,1,0,1,3,Order Bailers
48936,F,France,,,,,0,1,0,1,3,Order Bailers
8353,F,United States,,,,,0,1,0,1,3,Order Bailers
5128,M,Japan,,,,,0,1,0,1,3,Order Bailers
37347,M,Brasil,,,,,0,1,0,1,3,Order Bailers
71286,F,United States,,,,,0,1,0,1,3,Order Bailers
87269,F,Brasil,,,,,0,1,0,1,3,Order Bailers
58073,F,Brasil,,,,,0,1,0,1,3,Order Bailers
7595,M,China,,,,,0,1,0,1,3,Order Bailers
2405,M,Spain,,,,,0,1,0,1,3,Order Bailers
94674,F,United States,,,,,0,1,0,1,3,Order Bailers
24455,F,South Korea,,,,,0,1,0,1,3,Order Bailers
97366,M,China,,,,,0,1,0,1,3,Order Bailers
46994,F,China,,,,,0,1,0,1,3,Order Bailers
76181,F,Brasil,,,,,0,1,0,1,3,Order Bailers
45624,M,China,,,,,0,1,0,1,3,Order Bailers
45492,M,China,,,,,0,1,0,1,3,Order Bailers
27925,M,Brasil,,,,,0,1,0,1,3,Order Bailers
98328,F,United States,,,,,0,1,0,1,3,Order Bailers
53525,F,France,,,,,0,1,0,1,3,Order Bailers
95662,M,Spain,,,,,0,1,0,1,3,Order Bailers
25225,M,United States,,,,,0,1,0,1,3,Order Bailers
98618,M,United States,,,,,0,1,0,1,3,Order Bailers
97486,M,China,,,,,0,1,0,1,3,Order Bailers
58288,M,China,,,,,0,1,0,1,3,Order Bailers
7767,F,South Korea,,,,,0,1,0,1,3,Order Bailers
11522,F,United States,,,,,0,1,0,1,3,Order Bailers
29065,F,China,,,,,0,1,0,1,3,Order Bailers
47692,M,Belgium,,,,,0,1,0,1,3,Order Bailers
99106,F,China,,,,,0,1,0,1,3,Order Bailers
99832,M,United States,,,,,0,1,0,1,3,Order Bailers
18161,M,United States,,,,,0,1,0,1,3,Order Bailers
78383,M,China,,,,,0,1,0,1,3,Order Bailers
62440,F,China,,,,,0,1,0,1,3,Order Bailers
67836,M,United States,,,,,0,1,0,1,3,Order Bailers
1903,M,China,,,,,0,1,0,1,3,Order Bailers
64485,M,Germany,,,,,0,1,0,1,3,Order Bailers
74171,F,United States,,,,,0,1,0,1,3,Order Bailers
1206,M,South Korea,,,,,0,1,0,1,3,Order Bailers
20461,F,United States,,,,,0,1,0,1,3,Order Bailers
86360,M,China,,,,,0,1,0,1,3,Order Bailers
12648,M,Spain,,,,,0,2,0,1,4,Order Bailers
7832,M,China,,,,,0,1,0,1,3,Order Bailers
37937,F,France,,,,,0,1,0,1,3,Order Bailers
65009,M,Brasil,,,,,0,1,0,1,3,Order Bailers
80511,M,Brasil,,,,,0,1,0,1,3,Order Bailers
14369,M,Spain,,,,,0,1,0,1,3,Order Bailers
32313,M,Australia,,,,,0,1,0,1,3,Order Bailers
28593,F,South Korea,,,,,0,1,0,1,3,Order Bailers
44572,F,Spain,,,,,0,1,0,1,3,Order Bailers
11474,F,Brasil,,,,,0,1,0,1,3,Order Bailers
47339,M,China,,,,,0,1,0,1,3,Order Bailers
82631,M,China,,,,,0,1,0,1,3,Order Bailers
27695,F,United States,,,,,0,1,0,1,3,Order Bailers
52341,F,South Korea,,,,,0,1,0,1,3,Order Bailers
3405,F,United States,,,,,0,1,0,1,3,Order Bailers
13062,F,South Korea,,,,,0,1,0,1,3,Order Bailers
30887,M,South Korea,,,,,0,1,0,1,3,Order Bailers
8405,M,Brasil,,,,,0,2,0,1,4,Order Bailers
90633,F,Brasil,,,,,0,1,0,1,3,Order Bailers
52706,F,China,,,,,0,1,0,1,3,Order Bailers
84357,F,Spain,,,,,0,1,0,1,3,Order Bailers
49609,M,France,,,,,0,1,0,1,3,Order Bailers
89150,F,Australia,,,,,0,1,0,1,3,Order Bailers
41679,F,China,,,,,0,1,0,1,3,Order Bailers
98143,F,Spain,,,,,0,1,0,1,3,Order Bailers
38089,F,Australia,,,,,0,1,0,1,3,Order Bailers
56835,M,Brasil,,,,,0,1,0,1,3,Order Bailers
96907,F,Brasil,,,,,0,1,0,1,3,Order Bailers
15382,F,China,,,,,0,1,0,1,3,Order Bailers
37076,M,China,,,,,0,1,0,1,3,Order Bailers
35767,M,United States,,,,,0,1,0,1,3,Order Bailers
18165,M,United States,,,,,0,1,0,1,3,Order Bailers
23177,M,China,,,,,0,1,0,1,3,Order Bailers
91721,M,United States,,,,,0,1,0,1,3,Order Bailers
34052,M,France,,,,,0,1,0,1,3,Order Bailers
56711,M,South Korea,,,,,0,1,0,1,3,Order Bailers
10889,M,United States,,,,,0,1,0,1,3,Order Bailers
96016,M,China,,,,,0,1,0,1,3,Order Bailers
72192,M,South Korea,,,,,0,1,0,1,3,Order Bailers
60063,F,China,,,,,0,1,0,1,3,Order Bailers
96599,M,China,,,,,0,1,0,1,3,Order Bailers
92336,F,Japan,,,,,0,1,0,1,3,Order Bailers
82296,M,Spain,,,,,0,1,0,1,3,Order Bailers
46618,M,United States,,,,,0,1,0,1,3,Order Bailers
26046,M,Brasil,,,,,0,1,0,1,3,Order Bailers
77181,M,United States,,,,,0,1,0,1,3,Order Bailers
43767,M,United States,,,,,0,1,0,1,3,Order Bailers
24604,M,Brasil,,,,,0,1,0,1,3,Order Bailers
98452,F,Germany,,,,,0,1,0,1,3,Order Bailers
36762,M,Brasil,,,,,0,1,0,1,3,Order Bailers
39335,M,Japan,,,,,0,1,0,1,3,Order Bailers
78962,M,United Kingdom,,,,,0,1,0,1,3,Order Bailers
82354,F,China,,,,,0,2,0,1,4,Order Bailers
71136,F,United States,,,,,0,1,0,1,3,Order Bailers
99891,F,Brasil,,,,,0,1,0,1,3,Order Bailers
30484,F,China,,,,,0,1,0,1,3,Order Bailers
33455,M,Brasil,,,,,0,1,0,1,3,Order Bailers
36333,F,China,,,,,0,1,0,1,3,Order Bailers
47432,M,United States,,,,,0,1,0,1,3,Order Bailers
62625,M,United States,,,,,0,1,0,1,3,Order Bailers
84672,F,United Kingdom,,,,,0,1,0,1,3,Order Bailers
71174,M,United States,,,,,0,1,0,1,3,Order Bailers
18884,F,United States,,,,,0,1,0,1,3,Order Bailers
35820,M,United States,,,,,0,1,0,1,3,Order Bailers
36447,M,China,,,,,0,1,0,1,3,Order Bailers
89633,F,Germany,,,,,0,1,0,1,3,Order Bailers
80191,M,United States,,,,,0,1,0,1,3,Order Bailers
46375,M,United States,,,,,0,1,0,1,3,Order Bailers
2315,F,France,,,,,0,1,0,1,3,Order Bailers
15577,M,China,,,,,0,1,0,1,3,Order Bailers
66860,F,China,,,,,0,1,0,1,3,Order Bailers
67449,F,China,,,,,0,1,0,1,3,Order Bailers
63648,M,France,,,,,0,1,0,1,3,Order Bailers
92642,M,United States,,,,,0,1,0,1,3,Order Bailers
